Identifier,State,Year,Prohibited_Citation,NonresidentCont,OutOfStateCorpCont,OutOfStateCommCont,InNameOfAnother,GamblingCont,GamblingContExplain,RegIndCont,RegIndContExplain,GovtEmpSolicit,ContLegisSession,LegisSessionComments,CandLoan,CandLoanExplain,CorpExpendProhibit,LaborExpendProhib,OtherRestrictionsExplain,ExpForPrimaryCand
"VA2018","VA",2018,"Code of Virginia 59.1-375 (1996), Sess. Laws, ch. 855 (1988).","No","No","No","No","Yes","An individual with a parimutuel betting license is prohibited from making contributions to any state or local candidate. Code of Virginia 59.1-375 (1996), Sess. Laws, ch. 855 (1988).","Yes","Neither the Governor, any associated political action committee, nor any pertinent Secretaries shall knowingly solicit or accept a contribution, gift or other item with a value greater than $50 from any bidder, offeror, or private entity who has submitted a bid or proposal pursuant to the Virginia Public Procurement
Act, the Public-Private Transportation Act, or the Public-Private Education Facilities and Infrastructure Act during the bidding period. The restrictions only apply if the stated or expected value of the contract is $5 million of more and do not apply to contracts awarded as the result of competitive sealed bidding.
Code of Virginia  2.2-3104.01, 2.2-4376.1, 56-573.3, 56-575.17:1  (2010), Sess. Laws ch. 732 (2010).","No","Yes","Ban on General Assembly members, statewide officers, or their campaign committees from accepting or soliciting contributions during the legislative session. Code of Virginia 24.2-954 (2006), Sess. Laws ch. 892 (2006).","No",,"No","No","Unlawful to convert any money, securities, or intangible personal property that has been contributed to a campaign committee, PAC, party, referendum, or inaugural committee to the personal use of a member of the candidate's family (spouse or dependent child). This change broadens the existing
restriction that campaign funds may not be used for a personal benefit. Code of Virginia 24.2-948.4, 24.2-949.9, 24.2-950.9, 24.2-951.9, and 24.2-952.7 (2009), Sess. Laws, ch. 231 (2009).","No"
"VT1996","VT",1996," 1993, No. 101, § 3b; 1996 2 V.S.A. § 266","No","No","No","No","No",,"No",,"No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT1998","VT",1998," 1993, No. 101, § 3b;  1997, No. 64, § 26; 1998 2 V.S.A. § 266; 1998 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2000","VT",2000," 1993, No. 101, § 3b;  1997, No. 64, § 26; 1998 2 V.S.A. § 266; 1998 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2002","VT",2002," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2002 2 V.S.A. § 266; 2002 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2004","VT",2004," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2002 2 V.S.A. § 266; 2002 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2006","VT",2006," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2002 2 V.S.A. § 266; 2002 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2008","VT",2008," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2002 2 V.S.A. § 266; 2002 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2010","VT",2010," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2002 2 V.S.A. § 266; 2002 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2012","VT",2012," 1993, No. 101, § 3b;  1997, No. 64, § 26; 2012 2 V.S.A. § 266; 2012 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2014","VT",2014,"2007, No. 5, § 1, eff. April 12, 2007;  1997, No. 64, § 26; 2014 2 V.S.A. § 266; 2014 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee.","No",,"No","No",,"No"
"VT2016","VT",2016,"2007, No. 5, § 1, eff. April 12, 2007;  1997, No. 64, § 26; 2014 2 V.S.A. § 266; 2014 32 V.S.A. § 109","No","No","No","No","No",,"Yes"," A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee or any Legislative Leadership PAC.","No",,"No","No",,"No"
"VT2018","VT",2018,"2007, No. 5, § 1, eff. April 12, 2007;  1997, No. 64, § 26; 2014 2 V.S.A. § 266; 2014 32 V.S.A. § 109","No","No","No","No","No",,"Yes","A firm that currently has a contract with the State Treasurer or a political committee established by that firm shall not make a contribution to, or solicit contributions on behalf of, a candidate for the Office of Treasurer. A violation of this subsection shall be considered a material breach and a default by the firm of any contract issued to it by the Treasurer. Upon the occurrence of such a material breach and default, the Treasurer shall notify the firm of the State's intention to terminate the firm's contract. The Treasurer shall forthwith seek to reissue the contract to another person or entity in accordance with existing law and procedures. This subsection shall not preclude the payment of compensation, expenses or fees to a firm that has violated this subsection regarding work performed or expenses incurred prior to the date the contract is terminated.","No","Yes","When the general assembly is in session and until adjournment sin die, members and merbers-elect of the general assembly and administrative officals may not solicit a political campaign contribution from a registered lobbyist , and registered lobbyists and registered employers of lobbyists may not make or promise a political campaign contribution to any member of the general assembly or any member's campaign contribution to any member of the general assembly or any member's campaign committee or any Legislative Leadership PAC.","No",,"No","No","There will be restrictions on contributions from state contractors beginning December 16, 2018. See 17 V.S.A. § 2950.","No"
"WA1996","WA",1996,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA1998","WA",1998,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2000","WA",2000,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2002","WA",2002,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2004","WA",2004,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2006","WA",2006,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2008","WA",2008,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2010","WA",2010,"§ 42.17.640. (11); § 42.17.730.; § 42.17.750.; § 42.17.710.; § 42.17.720.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2012","WA",2012,"§ 42.17A.405 (12); § 42.17.730.; § 42.17A.565.; § 42.17A.560.; § 42.17A.465.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2014","WA",2014,"§ 42.17A.405 (12); § 42.17.730.; § 42.17A.565.; § 42.17A.560.; § 42.17A.465.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WA2016","WA",2016,"§ 42.17A.405 (12); § 42.17.730.; § 42.17A.565.; § 42.17A.560.; § 42.17A.465.","No","Yes","No","Yes","No",,"No",,"Yes","Yes","During the period beginning on the thirtieth day before the date a regular legislative session convenes and continuing thirty days past the date of final adjournment, and during the period beginning on the date a special legislative session convenes and continuing through the date that session adjourns, no state official or a person employed by or acting on behalf of a state official or state legislator may solicit or accept contributions to a public office fund, to a candidate or authorized committee, or to retire a campaign debt.  ","Yes","See  42.17A.465: Loans not meeting the following are subject to limits: The proceeds of a loan made to a candidate for public office: (a) By a commercial lending institution; (b) Made in the regular course of business; and (c) On the same terms ordinarily available to members of the public, are not subject to the contribution limits of this chapter.","No","No","1) No labor union with fewer than ten members who reside in Washington state, and no political committee that has not received contributions of ten dollars or more from at least ten persons registered to vote in Washington state during the preceding one hundred eighty days may make contributions reportable under this chapter to a candidate, to a state official against. 2) It is a violation of this chapter for any person to make, or for any candidate or political committee to accept from any one person, contributions reportable under RCW 42.17.090 in the aggregate exceeding fifty thousand dollars for any campaign for state-wide office or exceeding five thousand dollars for any other campaign subject to the provisions of this chapter within twenty-one days of a general election.","No"
"WI1996","WI",1996,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI1998","WI",1998,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI2000","WI",2000,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI2002","WI",2002,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI2004","WI",2004,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI2006","WI",2006,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
"WI2008","WI",2008,"§11.38(1)(a); §11.30(1); 11.16(2)","No","Yes","No","Yes","No",,"No","Corporations of any kind of prohibited from making contributions.","No","Yes","Limitations only apply to lobbyists: see limits and prohibitions applied to lobbyists","No",,"Yes","Yes",,"No"
