Identifier,State,Year,Disclosure_Citation,CandFileReceipts,CandFileExpend,CandFileExemption,CandFileExemption_Amount,CandDonorExemption,CandDonorExplain,CandDonorAddress,CandDonorOccupation,CandDonorEmployer,CandExpendWho,CandExpendAddress,CandExpendPurpose,Cand_PreElection_Regular,CandFile_Electronic,CandFile_Electronic_Exemption,CandFile_Electronic_Exemption_Amount,CandFile_BundlerEarmarked,CandFile_BundlerEarmarked_Explained,Cand_SpecialReport,Cand_SpecialReport_Explained,PartyFileReceipts,PartyFileExpend,PartyFileExemption,PartyFileExemption_Amount,PartyDonorExemption,PartyDonorExplain,PartyDonorAddress,PartyDonorOccupation,PartyDonorEmployer,PartyExpendWho,PartyExpendAddress,PartyExpendPurpose,Party_PreElection_Regular,PartyFile_Electronic,PartyFile_Electronic_Exemption,PartyFile_Electronic_Exemption_Amount,PartyFile_BundlerEarmarked,PartyFile_BundlerEarmarked_Explained,PACFileReceipts,PACFileExpend,PACFileExemption,PACFileExemption_Amount,PACDonorExemption,PACDonorExplain,PACDonorAddress,PACDonorOccupation,PACDonorEmployer,PACExpendWho,PACExpendAddress,PACExpendPurpose,PAC_PreElection_Regular,PAC_PreElection_Available,PACFile_Electronic,PACFile_Electronic_Exemption,PACFile_Electronic_Exemption_Amount,PACFile_BundlerEarmarked,PACFile_BundlerEarmarked_Explained,BallotPropFile_Receipts,BallotPropFile_Expend,BallotProp_PolComm,BallotPropFileExemption,BallotPropFileExemption_Amount,BallotDonorExemption,BallotDonorExplain,BallotDonorAddress,BallotDonorOccupation,BallotDonorEmployer,BallotExpendWho,BallotExpendAddress,BallotExpendPurpose,Ballot_PreElection_Regular,Ballot_PreElection_Available,BallotFile_Electronic,BallotFile_Electronic_Exemption,BallotFile_Electronic_Exemption_A,BallotFile_BundlerEarmarked,BallotFile_BundlerEarmarked_Explained
"LA2006","LA",2006,"La. R.S. 18:1484 (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","Yes","Yes","50001","No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.

If candidates or committees have a surplus of funds in their campaign account at the end of the campaign, yearly reports must be filed by February of each year. Additionally, candidates and committees reporting a deficit and who receive contributions or repay an outstanding loan within five years of the initial deficit must file a report. La. R.S. 18:1491.6.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10",,"No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"SD1996","SD",1996,"SDCL 12-25-13, 13.3 (1996); SL 1913, ch 203, § 7; Rev. Code 1919, § 7375; SL 1921, ch 220; SD Code 1939, § 16.2007; SL 1975, ch 125, § 10; 1976, ch 109, § 4; 1979, ch 108, § 10; 1980, ch 62, § 2; 1982, ch 86, § 101; 1982, ch 126, § 6; 1982, ch 131, § 1; 1989, ch 135, § 2; 1990, ch 109; 1991, ch 123, § 7; 1993, ch 120, § 1; 1993, ch 121, § 1; SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","Yes","Yes","No","0","101","§ 12-25-13: “with regard to political action committees, the statement shall include the name of any political action committee that contributed any amount.”","Yes","No","Yes","No","No","No","Tues. Prior (7 Days)","No",,,"No",,"Yes","A person elected to state office is required to file an annual report of contributions received and expenditures made. SDCL 12-25-1(7), 12-25-13.5 (1996).","Yes","Yes","No","0","101","SDCL 12-25-13, 12-25-13.3 (1996).","Yes","No","Yes","Yes","No","No","7","No","No",,"No",,"Yes","Yes","No","0","101","Aggregate contributions of greater than $100 in a calendar year trigger disclosure of a contributor's name, address, and employer. Any contribution from another PAC must be disclosed and the name of the PAC provided. SDCL 12-25-13, 12-25-13.3 (1996).","Yes","No","Yes","Yes","No","No","7","N/A","No",,,"No",,"Yes","Yes","Yes","No","0","101","Aggregate contributions of greater than $100 in a calendar year trigger disclosure of a contributor's name, address, and employer. Any contribution from another PAC must be disclosed and the name of the PAC provided. SDCL 12-25-13, 12-25-13.3 (1996).","Yes","No","Yes","Yes","No","No","7","N/A","No",,,"No",
"OK2016","OK",2016,"Annotated Ethics Rule 1.4; Annotated Ethics Rule 2.31;  Annotated Ethics Rule 2.33; Annotated Ethics Rule 2.101;  Annotated Ethics Rule 2.102;  Annotated Ethics Rule 2.104; Annotated Ethics Rule 2.105;  Annotated Ethics Rule 2.106; Annotated Ethics Rule 2.121","Yes","Yes","Yes","501","51","The name of any candidate committee or PAC that makes a contribution must be disclosed.  Threshold for expenditure disclosure is $201 during time period covered by report.","Yes","Yes","Yes","Yes","Yes","Yes","8","Yes","No",,"Yes","A contribution to a political party committee that is designated directly or indirectly to be used for the benefit of a particular candidate or candidates shall be considered a contribution by the contributor to the candidate or candidates.

A contribution to a limited committee that is designated directly or indirectly to be used for the benefit of a particular candidate or candidates shall be considered a contribution by the contributor to the candidate or candidates.","No",,"Yes","Yes","Yes","501","51","All contributions from other political action committees must include the
Commission identification number of the contributing committee. Expenditures > 200 require disclosure of name and address of any person or entity to whom such expenditure is made.","Yes","Yes","Yes","Yes","Yes","Yes","Quarterly (Oct 31)","Yes","No",,"Yes","A contribution to a political party committee that is designated directly or indirectly to be used for the benefit of a particular candidate or candidates shall be considered a contribution by the contributor to the candidate or candidates.","Yes","Yes","Yes","501","51","All contributions from other political action committees must include the
Commission identification number of the contributing committee. Expenditures > 200 require disclosure of name and address of any person or entity to whom such expenditure is made.","Yes","Yes","Yes","Yes","Yes","Yes","Quarterly (Oct 31)","1","Yes","No",,"Yes","A contribution to a political party committee that is designated directly or indirectly to be used for the benefit of a particular candidate or candidates shall be considered a contribution by the contributor to the candidate or candidates.","Yes","Yes","No","No","0","51","Reporting Period","Yes","Yes","Yes","Yes","Yes","Yes","8","NA","Yes","No",,"Yes","A contribution to a political party committee that is designated directly or indirectly to be used for the benefit of a particular candidate or candidates shall be considered a contribution by the contributor to the candidate or candidates."
"AR1996","AR",1996,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"No","No","N/A","N/A","101",,,,,,,,,,,,,,"Yes","Yes","Yes","501","101",,"Yes","Yes","Yes","Yes","Yes","No","7","NA","No",,,"No",,"Yes","Yes","No","Yes","251","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AK1996","AK",1996,"Alaska Stat. § 15.13.040; 15.13.110","Yes","Yes","No","0","101",,"Yes","Yes","Yes","Yes","Yes","Yes","7","No",,,"No",,"No",,"Yes","Yes","No","0","101",,"Yes","Yes","Yes","Yes","Yes","Yes","7","No",,,"No",,"Yes","Yes","No","0","101",,"Yes","Yes","Yes","Yes","Yes","Yes","7","NA","No",,,"No",,"Yes","Yes","No","No","0","101",,"Yes","Yes","Yes","Yes","Yes","Yes","7",,"No",,,"No",
"LA2004","LA",2004,"La. R.S. 18:1484 (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","Yes","Yes","50001","No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.

If candidates or committees have a surplus of funds in their campaign account at the end of the campaign, yearly reports must be filed by February of each year. Additionally, candidates and committees reporting a deficit and who receive contributions or repay an outstanding loan within five years of the initial deficit must file a report. La. R.S. 18:1491.6.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10",,"No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"LA2002","LA",2002,"La. R.S. 18:1484 (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","Yes","Yes","50001","No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.

If candidates or committees have a surplus of funds in their campaign account at the end of the campaign, yearly reports must be filed by February of each year. Additionally, candidates and committees reporting a deficit and who receive contributions or repay an outstanding loan within five years of the initial deficit must file a report. La. R.S. 18:1491.6.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10",,"No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"LA2000","LA",2000,"La. R.S. 18:1484 (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","Yes","Yes","50001","No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.

Act 862 added the requirement that if a candidate or committee has a surplus of funds in their campaign account yearly reports must be filed by February of each year. Additionally, the requirement was added that candidates and committees reporting a deficit and who receive contributions or repay an outstanding loan within five years of the initial deficit must file a report. (1999) La. R.S. 18:1491.6.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10",,"No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"LA1998","LA",1998,"La. R.S. 18:1484 (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","Yes","Yes","50001","No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10",,"No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"LA1996","LA",1996,"La. R.S. 18:1484 (1996) (Acts 1980, No. 786, § 1, eff. Jan. 1, 1981; Acts 1988, No. 994, § 1, eff. Jan. 1, 1989).","Yes","Yes","Yes","> $200 Contribution or > $5,000 expenditures","0",,"Yes","No","No","Yes","Yes","Yes","10","No",,,"No",,,"Final reports of candidates and political committees whose reports show deficits are required to report annually by February 15th (data through the preceding December 31st) until the deficit is eliminated.","Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a report.","Yes","No","No","Yes","Yes","Yes","10","No","No",,"No",,"Yes","Yes","No","0","0","Committees not receiving more than $200 from one source or expending $5,000 are permitted to file an affidavit in lieu of a formal report.","Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",,"Yes","Yes","No","Yes","201","0",,"Yes","No","No","Yes","Yes","Yes","10","N/A","No","No",,"No",
"ID1996","ID",1996,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (1996)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (1996)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No",,,"No",,"No",,"Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID1998","ID",1998,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (1998)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (1998)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (1998)); 1997 Idaho Sess. Laws 393 (Idaho Code Ann. § 67-6611 (1998)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No",,,"No",,"No",,"Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","NA","No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election",,"No",,,"No",
"ID2000","ID",2000,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2000)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2000)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2000)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2000)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election","No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election",,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes","Not more than 14  days and not less than 7 days before the date of a general election",,"No",,,"No",
"ID2002","ID",2002,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2002)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2002)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2002)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2002)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2004","ID",2004,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2004)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2004)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2004)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2004)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2006","ID",2006,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2006)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2006)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2006)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2006)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2008","ID",2008,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2008)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2008)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2008)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2008)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2010","ID",2010,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2010)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2010)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2010)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2010)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2012","ID",2012,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2012)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2012)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2012)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2012)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2014","ID",2014,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2014)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2014)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2014)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2014)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"ID2016","ID",2016,"1977 Idaho Sess. Laws  § 180 (Idaho Code. Ann. § 67-6612 (2015)); 1994 Idaho Sess. Laws  ch. 229 (Idaho Code Ann.  §  67-6610 (2015)); 1994 Idaho Sess. Laws  ch. 379 (Idaho Code Ann. § 67-6607 (2015)); 1999 Idaho Sess. Laws 29 (Idaho Code Ann. § 67-6611 (2015)).","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,"No",,,"No",,"No",,"Yes","Yes","Yes","5001","51",,"Yes","No","No","Yes","Yes","Yes",,"No","No",,"No",,"Yes","Yes","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No","No",,"No",,"Yes","Yes","Yes","No","0","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,"No",
"IL2002","IL",2002,"1996 10 ILCS 5/9-10, 10 ILCS 5/9-11, 10 ILCS 5/9-28, 10 ILCS 5/9-1.8","Yes","Yes","Yes","3001","150","if a contributor is an individual who contributed more than $ 500, the occupation and employer of the contributor","Yes","Yes","Yes","Yes","Yes","Yes","15","No","No",,"No",,"No",,"Yes","Yes","No","0","150","if a contributor is an individual who contributed more than $ 500, the occupation and employer of the contributor","Yes","Yes","Yes","Yes","Yes","Yes","15","No","No",,"No",,"Yes","Yes","Yes","3001","150","if a contributor is an individual who contributed more than $ 500, the occupation and employer of the contributor","Yes","Yes","Yes","Yes","Yes","Yes","15","NA","No","No",,"No",,"Yes","Yes","Yes","Yes","3001","150","if a contributor is an individual who contributed more than $ 500, the occupation and employer of the contributor","Yes","Yes","Yes","Yes","Yes","Yes","15","NA","No","No",,"No",
"AR1998","AR",1998,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,"NA","No",,,,,"Yes","Yes","No","Yes","251","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2000","AR",2000,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","251","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2002","AR",2002,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","251","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2004","AR",2004,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","251","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2006","AR",2006,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","501","101",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2008","AR",2008,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2010","AR",2010,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2012","AR",2012,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
"AR2014","AR",2014,"Arkansas Code Annotated 7-6-207; 7-6-215; 7-6-406; 7-6-407; 7-6-223","Yes","Yes","Yes","500","51",,"Yes","Yes","Yes","Yes","Yes","No","7","No","No",,"No",,"No",,"Yes","Yes","No","0","51","Code: 7-6-223","Yes","Yes","Yes","No","No","No","0","No",,,"No",,"Yes","Yes","Yes","501","501","Code: 7-6-215 (d)(1)(C)","Yes","Yes","Yes","Yes","Yes","No",,,"No",,,,,"Yes","Yes","No","Yes","501","51",,"Yes","No","No","Yes","Yes","Yes",,,"No",,,,
