Identifier,State,Year,ContributionsToParties_Citation,IndividualToParty,IndividualToPartyLimit,IndividualToPartyLimit_Period,IndividualToPartyLimit_Max,IndividualToPartyLimit_Explained,CandToParty,CandToPartyLimit,CandToPartyLimit_Period,CandToPartyLimit_Max,CandToPartyLimit_Explained,PACToParty,PACToPartyLimit,PACToPartyLimit_Period,PACToPartyLimit_Max,PACToPartyLimit_Explained,CorpToParty,CorpToPartyLimit,CorpToPartyLimit_Period,CorpToPartyLimit_Max,CorpToPartyLimit_Explained,LaborToParty,LaborToPartyLimit,LaborToPartyLimit_Period,LaborToPartyLimit_Max,LaborToPartyLimit_Explained,LocalPToParty,LocalPToPartyLimit,LocalToPartyLimit_Period,LocalToPartyLimit_Max,LocalToPartyLimit_Explained,NationalPToParty,NationalPToPartyLimit,NationalPToPartyLimit_Period,NationalPToPartyLimit_Max,NationalPToPartyLimit_Explained,PartyLimitExemptions,PartyLimitExemptionsExplained,IndividualToLCC,IndividualToLCCLimit,IndividualToLCCLimit_Period,IndividualToLCCLimit_Max,IndividualToLCCLimit_Explained,CandToLCC,CandToLCCLimit,CandToLCCLimit_Period,CandToLCCLimit_Max,CandToLCCLimit_Explained,PACToLCC,PACToLCCLimit,PACToLCCLimit_Period,PACToLCCLimit_Max,PACToLCCLimit_Explained,CorpToLCC,CorpToLCCLimit,CorpToLCCLimit_Period,CorpToLCCLimit_Max,CorpToLCCLimit_Explained,LaborToLCC,LaborToLCCLimit,LaborToLCCLimit_Period,LaborToLCCLimit_Max,LaborToLCCLimit_Explained,LocalPToLCC,LocalPToLCCLimit,LocalPToLCCLimit_Period,LocalPToLCCLimit_Max,LocalPToLCCLimit_Explained,NationalPToLCC,NationalPToLCCLimit,NationalPToLCCLimit_Period,NationalPToLCCLimit_Max,NationalPToLCCLimit_Explained,LegCampaignCommLimit,LCCLimitExemptions,LCCLimitExemptionsExplained,DonorAggToPartyLimit,DonorAggToPartyLimit_Explained,PoliticalCommittees_Citation,IndividualToPAC,IndividualToPACLimit,IndividualToPACLimit_Period,IndividualToPACLimit_Max,IndividualToPACLimit_Explained,PACToPAC,PACToPACLimit,PACToPACLimit_Period,PACToPACLimit_Max,PACToPACLimit_Explained,CorpToPAC,CorpToPACLimit,CorpToPACLimit_Period,CorpToPACLimit_Max,CorpToPACLimit_Explained,LaborToPAC,LaborToPACLimit,LaborToPACLimit_Period,LaborToPACLimit_Max,LaborToPACLimit_Explained,StatePToPAC,StatePToPACLimit,StatePToPACLimit_Period,StatePToPACLimit_Max,StatePToPACLimit_Explained,LocalPToPAC,LocalPToPACLimit,LocalPToPACLimit_Period,LocalPToPACLimit_Max,LocalPToPACLimit_Explained,CandToPAC,CandToPACLimit,CandToPACLimit_Period,CandToPACLimit_Max,CandToPACLimit_Explained,DonorAggToPACLimit,DonorAggToPACLimit_Explained
"AZ1996","AZ",1996,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No",,"Limited",2560,"Per Year",5120,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",2560,"Per Year",5120,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $2,560 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ1998","AZ",1998,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",2820,"Per Year",5640,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",2820,"Per Year",5640,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $2,820 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2000","AZ",2000,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",3040,"Per Year",6080,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",3040,"Per Year",6080,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $3,040 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2002","AZ",2002,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",3230,"Per Year",6460,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",3230,"Per Year",6460,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $3,230 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2004","AZ",2004,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",3360,"Per Year",6720,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",3360,"Per Year",6720,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $3,360 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2006","AZ",2006,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",3530,"Per Year",7060,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",3530,"Per Year",7060,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $3,530 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2008","AZ",2008,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",5610,"Per Year",11220,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",5610,"Per Year",11220,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $5,610 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2010","AZ",2010,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",5850,"Per Year",11700,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",5850,"Per Year",11700,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $5,610 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2012","AZ",2012,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",6100,"Per Year",12200,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Limited",6100,"Per Year",12200,"This limit is not on a single contribution but an aggregate limit on individual contributions to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates.","Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","An individual may not contribute more than $6,100 per calendar to state and local candidates, political committees contributing to state or local candidates, and political committees advocating the election or defeat of state or local candidates."
"AZ2014","AZ",2014,"ARS § 16-905","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Other",,,,"Prohibited generally, but allowed to support operating expenses of parties","Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,,"No",,"No",,"ARS § 16-905","Unlimited",,"Per Year",,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","Limit was removed"
"AZ2016","AZ",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CA1996","CA",1996,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"CA1998","CA",1998,"Contribution limits enjoined by California Profile Council v. Scully","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"DE1998","DE",1998,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2000","DE",2000,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2002","DE",2002,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2004","DE",2004,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2006","DE",2006,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2008","DE",2008,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2010","DE",2010,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2012","DE",2012,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2014","DE",2014,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"DE2016","DE",2016,"67 Del. Laws, c. 449, § 1; 1996 15 Del. C. § 8011; 8010; 8012","Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Limited",20000,"Per Election Cycle",20000,,"Unlimited",,,,,"Unlimited",,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",0,,0,,"Prohibited",,,,,"Unlimited",,,,,"No",
"FL1996","FL",1996,"Fla. Stat. § 106.08 (1996); Op. Att'y Gen. No. 54-180, Aug. 2, 1954","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (1996)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL1998","FL",1998,"Fla. Stat. § 106.08 (1998)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (1998)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2000","FL",2000,"Fla. Stat. § 106.08 (2000)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2000)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2002","FL",2002,"Fla. Stat. § 106.08 (2002)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2002)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2004","FL",2004,"Fla. Stat. § 106.08 (2004)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2004)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2006","FL",2006,"Fla. Stat. § 106.08 (2006)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2006)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2008","FL",2008,"Fla. Stat. § 106.08 (2008)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2008)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2010","FL",2010,"Fla. Stat. § 106.08 (2010)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2010)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2012","FL",2012,"Fla. Stat. § 106.08 (2012)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2012)","Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Limited",500,"Per Election",1000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",500,"Per Election",1000,,"No",
"FL2014","FL",2014,"Fla. Stat. § 106.08 (2014)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fla. Stat. § 106.08(1) (2014)","Limited",3000,"Per Election",6000,,"Limited",3000,"Per Election",6000,,"Limited",3000,"Per Election",6000,,"Limited",3000,"Per Election",6000,,"Unlimited",,,,,"Unlimited",,,,,"Limited",3000,"Per Election",6000,,"No",
"FL2016","FL",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GA1996","GA",1996,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"GA1998","GA",1998,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
