Identifier,State,Year,RefundOrTaxCreditOrTaxDeduction,RefundOrTaxCreditOrTaxDeduction_Citation,RefundOrTaxCreditFormula,RefundOrTaxCreditMax,EligibleContributionRecipients,EligibleToClaim_NoTaxOwed,EligibleToClaim_Deduction,EligibleToClaim_Other,EligibleToClaim_Other_Explained,Agency_Disclosure,Agency_Disclosure_Citation,Agency_Enforcement,Agency_Enforcement_Citation,Agency_PublicFinancing,Agency_PublicFinancing_Citation,Agency_RefundCreditDeduction,Agency_RefundCreditDeduction_Citation,Agency_Lobbying,Agency_Lobbying_Citation,Agency_DoingBusiness,Agency_DoingBusiness_Citation,Agency_FinancialDisclosureEthics,Agency_FinancialDisclosureEthics_Citation,Agency_Other,Agency_Other_Citation,OtherProvisions,OtherProvisions_Explained
"RI2018","RI",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SC1996","SC",1996,"None",,,,,,,,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC1998","SC",1998,"None",,,,,,,,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2000","SC",2000,"None",,,,,,,,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2002","SC",2002,"None",,,,,,,,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2004","SC",2004,"None",,,,,,,,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","1995 Act No. 6, § 18; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2006","SC",2006,"None",,,,,,,,,"State Ethics Commission","2003 Act No. 76, §§ 12 to 14; S.C. Code Ann. 8-13-320","State Ethics Commission","2003 Act No. 76, §§ 12 to 14; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission","2003 Act No. 76, §§ 12 to 14; S.C. Code Ann. 8-13-320",,,"State Ethics Commission","2003 Act No. 76, §§ 12 to 14; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2008","SC",2008,"None",,,,,,,,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","State Ethics Commission","2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2010","SC",2010,"None",,,,,,,,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","State Ethics Commission","2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2012","SC",2012,"None",,,,,,,,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","State Ethics Commission","2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2014","SC",2014,"None",,,,,,,,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","State Ethics Commission","2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2016","SC",2016,"None",,,,,,,,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","State Ethics Commission","2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320","N/A",,"N/A","N/A","State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"State Ethics Commission"," 2008 Act No. 245, § 2; S.C. Code Ann. 8-13-320",,,"No","N/A"
"SC2018","SC",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SD1996","SD",1996,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD1998","SD",1998,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD2000","SD",2000,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD2002","SD",2002,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD2004","SD",2004,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD2006","SD",2006,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 12-25-13.3 (1996); SL 1982, ch 131, § 2; 1990, ch 110, § 1; 1991, ch 123, § 9; 1993, ch 120, § 2; 1993, ch 121, § 2.","South Dakota Secretary of State & Attorney General","§ 12-25-24","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (1996); SL 1907, ch 182, § 1; Rev. Code 1919, § 5092; SD Code 1939, § 55.0701; SL 1977, ch 23, § 1; 1991, ch 23, § 1.","South Dakota Bureau of Administration","SDCL 1-14-12 (1996); SD Code 1939, § 55.2005; SL 1943, ch 257, § 11; 1955, ch 243, § 1; 1963, ch 353, § 15; 1971, ch 5, § 6; 1974, ch 7; 1975, ch 12; 1979, ch 6; 1985, ch 33, § 17; 1988, ch 11, § 1; 1993, ch 162.","South Dakota Secretary of State","SDCL 12-25-28 (1996); SL 1974, ch 121, § 2; 1975, ch 125, § 22; 1979, ch 108, § 5; 1982, ch 86, § 107; 1984, ch 113.","N/A",,"Yes","All candidates and committees covered by this chapter shall maintain accurate records of contributions of one hundred dollars or less in the event of an audit. These records shall be kept for one year past the last election in which the candidate or committee participates. SDCL 12-25-13.4 (1996).

Violation of any campaign finance law, except those classified as petty offenses or class 2 misdemeanors, results in forfiture of office or removal from ballot. SDCL 12-25-26 (1996)."
"SD2008","SD",2008,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 1-8-1 (2008); 12-27-22.","South Dakota Secretary of State & Attorney General","SDCL 1-8-1 (2008), 1-27-29.1 (Sec'y of State); 1-11-1, 12-27-35 (Att'y Gen.)","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (2008)","South Dakota Bureau of Administration","SDCL 1-14-12 (2008)","N/A",,"N/A",,"No","N/A"
"SD2010","SD",2010,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 1-8-1 (2008); 12-27-22.","South Dakota Secretary of State & Attorney General","SDCL 1-8-1 (2008), 1-27-29.1 (Sec'y of State); 1-11-1, 12-27-35 (Att'y Gen.)","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (2008)","South Dakota Bureau of Administration","SDCL 1-14-12 (2008)","N/A",,"N/A",,"Yes","§ 12-27-18. Any organization making expenditures, equal to or exceeding fifty percent of the organization's annual gross income, for the adoption or defeat of a ballot measure is a ballot question committee."
"SD2012","SD",2012,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 1-8-1 (2008); 12-27-22.","South Dakota Secretary of State & Attorney General","SDCL 1-8-1 (2008), 1-27-29.1 (Sec'y of State); 1-11-1, 12-27-35 (Att'y Gen.)","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (2008)","South Dakota Bureau of Administration","SDCL 1-14-12 (2008)","N/A",,"N/A",,"Yes","§ 12-27-18. Any organization making expenditures, equal to or exceeding fifty percent of the organization's annual gross income, for the adoption or defeat of a ballot measure is a ballot question committee."
"SD2014","SD",2014,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 1-8-1 (2008); 12-27-22.","South Dakota Secretary of State & Attorney General","SDCL 1-8-1 (2008), 1-27-29.1 (Sec'y of State); 1-11-1, 12-27-35 (Att'y Gen.)","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (2008)","South Dakota Bureau of Administration","SDCL 1-14-12 (2008)","N/A",,"N/A",,"Yes","§ 12-27-18. Any organization making expenditures, equal to or exceeding fifty percent of the organization's annual gross income, for the adoption or defeat of a ballot measure is a ballot question committee."
"SD2016","SD",2016,"None",,,,,,,,,"South Dakota Secretary of State","SDCL 1-8-1 (2008); 12-27-22.","South Dakota Secretary of State & Attorney General","SDCL 1-8-1 (2008), 1-27-29.1 (Sec'y of State); 1-11-1, 12-27-35 (Att'y Gen.)","N/A",,"N/A","N/A","South Dakota Secretary of State","SDCL 2-12-1 (2008)","South Dakota Bureau of Administration","SDCL 1-14-12 (2008)","N/A",,"N/A",,"Yes","§ 12-27-18. Any organization making expenditures, equal to or exceeding fifty percent of the organization's annual gross income, for the adoption or defeat of a ballot measure is a ballot question committee."
"SD2018","SD",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TN1996","TN",1996,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Registry of Election Finance","TCA 3-6-103 (1996); 
Acts 1975, ch. 313, § 3; 1976, ch. 770, § 2; T.C.A., § 3-603; Acts 1984, ch. 857, § 10; 1989, ch. 585, §§ 22, 23, 25; 1995, ch. 529, § 13.","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Registry of Election Finance","TCA 8-50-501 (1996); 



Acts 1972, ch. 843, § 1; 1977, ch. 185, § 1; 1978, ch. 928, § 1; T.C.A., § 8-4125; Acts 1981, ch. 412, §§ 1, 2; 1989, ch. 585, §§ 26, 27; 1991, ch. 519, §§ 12-14; 1992, ch. 671, § 2; 1992, ch. 988, § 6; 1993, ch. 66, § 11; 1995, ch. 305, § 94; 1996, ch. 996, § 2; 1998, ch. 1049, § 4; 1999, ch. 121, § 1; 2006 (1st Ex. Sess.), ch. 1, §§ 36-39; 2008, ch. 735, § 2; 2012, ch. 1023, § 1.","N/A",,"No","N/A"
"TN1998","TN",1998,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Registry of Election Finance","TCA 3-6-103 (1996).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Registry of Election Finance","TCA 8-50-501 (1996)","N/A",,"No","N/A"
"TN2000","TN",2000,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Registry of Election Finance","TCA 3-6-103 (1996).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Registry of Election Finance","TCA 8-50-501 (1996)","N/A",,"No","N/A"
"TN2002","TN",2002,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Registry of Election Finance","TCA 3-6-103 (1996).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Registry of Election Finance","TCA 8-50-501 (1996)","N/A",,"No","N/A"
"TN2004","TN",2004,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Registry of Election Finance","TCA 3-6-103 (1996).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Registry of Election Finance","TCA 8-50-501 (1996)","N/A",,"Yes","Candidates and committees have the option to file electronically beginning in 2004, but are not required to do so. Sess. Laws 2004, ch. 414, s. 1."
"TN2006","TN",2006,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"No","N/A"
"TN2008","TN",2008,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"No","N/A"
"TN2010","TN",2010,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"Yes","Corporations permitted to make independent expenditures after Citizens United, but no other contributions. TCA 2-10-132 (2010), Sess. Laws ch. 1095 (2010)."
"TN2012","TN",2012,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"Yes","Corporations permitted to make independent expenditures after Citizens United, but no other contributions. TCA 2-10-132 (2010), Sess. Laws ch. 1095 (2010)."
"TN2014","TN",2014,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"Yes","Corporations permitted to make independent expenditures after Citizens United, but no other contributions. TCA 2-10-132 (2010), Sess. Laws ch. 1095 (2010)."
"TN2016","TN",2016,"None",,,,,,,,,"Tennessee Registry of Election Finance","TCA 2-10-203 (1996), Sess. Laws 1989, ch. 585, § 3.","Tennessee Registry of Election Finance; Attorney General","TCA 2-10-209, 2-10-109; 2-10-210, 2-10-212, 2-10-213 (1996).","N/A",,"N/A","N/A","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","Tennessee Department of Finance and Administration","TCA 4-3-1001 (1996), Sess. Laws 1959, ch. 9, § 2; 1961, ch. 97, § 1.","Tennessee Ethics Commission","TCA 3-6-106 (2006), Sess. Laws ch. 1 (2006).","N/A",,"Yes","Corporations permitted to make independent expenditures after Citizens United, but no other contributions. TCA 2-10-132 (2010), Sess. Laws ch. 1095 (2010)."
"TN2018","TN",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TX1996","TX",1996,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX1998","TX",1998,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2000","TX",2000,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2002","TX",2002,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2004","TX",2004,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2006","TX",2006,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2008","TX",2008,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2010","TX",2010,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2012","TX",2012,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2014","TX",2014,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2016","TX",2016,"None",,,,,,,,,"Texas  Ethics Commission","571.065","Texas  Ethics Commission","571.061","N/A","N/A","N/A","N/A","Texas  Ethics Commission","571.061",,,"Texas  Ethics Commission","571.061",,,"No","N/A"
"TX2018","TX",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UT1996","UT",1996,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
