Identifier,State,Year,Incident-Specific Disclosure,Incident-Specific Disclosure_Citation,Incident-Specific Disclosure_Explain,Online,Online_Law,Online_Speed_Reqd,Online_Speed_HowFast,Online_Searchable,Online_Searchable_Law,Online_Downloadable,Online_Downloadable_Law,SponsorID,SponsorID_explained,SpecialSponsorID,SpecialSponsorID_Explained,Advertising,AdvertisingExplain,DiscloseToShareholders,DiscloseToSharegolders_Citation,DiscloseToShareholders_Explained
"TN2004","TN",2004,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2006","TN",2006,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2008","TN",2008,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2010","TN",2010,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2012","TN",2012,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2014","TN",2014,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","Such communication, including any solicitation, if paid for and authorized by a candidate, an authorized committee of a candidate, or its agent shall clearly state that the communication has been paid for by the authorized political committee, in addition to the identity of the person who is the head of such committee, or the identity of the treasurer of such committee. 

TCA 2-19-120(a)(1).","Yes","(2) Such communication, including any solicitation, if authorized by a candidate, an authorized committee of a candidate or an agent thereof, but paid for by any other person, shall clearly state that the communication is paid for by such other person and is authorized by such candidate, authorized committee or agent.

(3)  Such communication, including any solicitation, if made on behalf of or in opposition to a candidate, but paid for by any other person and not authorized by a candidate, authorized committee of a candidate or its agent, shall clearly state that the communication has been paid for by such person and is not authorized by any candidate or candidate's committee.

(4) For solicitations directed to the general public on behalf of a political committee which is not an authorized committee of a candidate, such solicitation shall clearly state the full name of the person who paid for the communication.

TCA 2-19-120(2-4) (1996).","No",,"No",,
"TN2016","TN",2016,,,,,,,,,,,,,,,,,,,,
"TX1996","TX",1996,,,,"No",,,,,,,,"Yes","(a)  A person may not knowingly enter into a contract or other agreement to print, publish, or broadcast political advertising that does not indicate in the advertising:
(1)  that it is political advertising;
(2)  the full name of either the individual who personally entered into
   the contract or agreement with the printer, publisher, or broadcaster
   or the person that individual represents; and
(3)  in the case of advertising that is printed or published, the
   address of either the individual who personally entered into the
   agreement with the printer or publisher or the person that individual
   represents.","No",,"No",,"No",,
"TX1998","TX",1998,,,,"No",,,,,,,,"Yes","(a)  A person may not knowingly enter into a contract or other agreement to print, publish, or broadcast political advertising that does not indicate in the advertising:
(1)  that it is political advertising;
(2)  the full name of either the individual who personally entered into
   the contract or agreement with the printer, publisher, or broadcaster
   or the person that individual represents; and
(3)  in the case of advertising that is printed or published, the
   address of either the individual who personally entered into the
   agreement with the printer or publisher or the person that individual
   represents.","No",,"No",,"No",,
"TX2000","TX",2000,,,,"Yes",,,"2 bussiness days",,,,,"Yes","(a)  A person may not knowingly enter into a contract or other agreement to print, publish, or broadcast political advertising that does not indicate in the advertising:
(1)  that it is political advertising;
(2)  the full name of either the individual who personally entered into
   the contract or agreement with the printer, publisher, or broadcaster
   or the person that individual represents; and
(3)  in the case of advertising that is printed or published, the
   address of either the individual who personally entered into the
   agreement with the printer or publisher or the person that individual
   represents.","No",,"No",,"No",,
"TX2002","TX",2002,,,,"No",,,,,,,,"Yes","(a)  A person may not knowingly enter into a contract or other agreement to print, publish, or broadcast political advertising that does not indicate in the advertising:
(1)  that it is political advertising;
(2)  the full name of either the individual who personally entered into
   the contract or agreement with the printer, publisher, or broadcaster
   or the person that individual represents; and
(3)  in the case of advertising that is printed or published, the
   address of either the individual who personally entered into the
   agreement with the printer or publisher or the person that individual
   represents.","No",,"No",,"No",,
"TX2004","TX",2004,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2006","TX",2006,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2008","TX",2008,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2010","TX",2010,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2012","TX",2012,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2014","TX",2014,,,,"Yes",,,"2 bussiness days",,,,,"Yes","A person may not knowingly cause to be published, distributed, or broadcast political advertising containing express advocacy that does not indicate in the advertising:
(1)  that it is political advertising; and
(2)  the full name of:
(A)  the person who paid for the political advertising;
(B)  the political committee authorizing the political advertising;
     or
©  the candidate or specific-purpose committee supporting the
     candidate, if the political advertising is authorized by the
     candidate.","No",,"No",,"No",,
"TX2016","TX",2016,,,,,,,,,,,,,,,,,,,,
"UT1996","UT",1996,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT1998","UT",1998,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2000","UT",2000,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2002","UT",2002,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2004","UT",2004,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2006","UT",2006,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2008","UT",2008,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2010","UT",2010,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2012","UT",2012,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2014","UT",2014,,,,"No",,,,,,,,"Yes","Must identify who paid for the advertisement, regardless of who that person or entity is.","No",,"Yes","Unlawful for any person to pay newspaper for favorable editorially content.","No",,
"UT2016","UT",2016,,,,,,,,,,,,,,,,,,,,
"VA1996","VA",1996,,,,"No","No","No",,"No","No","No",,"Yes","Any printed advertisement (not television or radio) must include the phrase ""authorized by"" and the name of the candidate, political party, committee, or individual and address. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).","No",,"Yes","A radio or television advertisement that does not concern a clearly identified candidate is not subject to identification of its sponsor/authorizing party. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).

Provision requiring the disclosure of an individual's name and address when self-sponsoring independent expenditures was enjoined by a federal district court in Virginia Society for Human Life v. Caldwell, 906 F. Supp. 1071 (W.D. Va. 1995).","No",,
"VA1998","VA",1998,,,,"No","No","No",,"No","No","No",,"Yes","Any printed advertisement (not television or radio) must include the phrase ""authorized by"" and the name of the candidate, political party, and committee. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).","No",,"Yes","A radio or television advertisement that does not concern a clearly identified candidate is not subject to identification of its sponsor/authorizing party. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).

Provision requiring the disclosure of an individual's name and address when self-sponsoring independent expenditures was enjoined by a federal district court in Virginia Society for Human Life v. Caldwell, 906 F. Supp. 1071 (W.D. Va. 1995).","No",,
"VA2000","VA",2000,,,,"No","No","No",,"No","No","No","No","Yes","Any printed advertisement (not television or radio) must include the phrase ""authorized by"" and the name of the candidate, political party, and committee. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).

Applies to a electronically transmitted ads, but does not apply to billboards and signs, etc. larger than six feet and that only state basic facts should as the candidate's name and the office sought. Code of Virginia 24.2-1014, Sess. Laws ch. 539 (2000).","No",,"Yes","A radio or television advertisement that does not concern a clearly identified candidate is not subject to identification of its sponsor/authorizing party. Code of Virginia 24.2-1014 (1996), Sess. Laws ch. 1042 (1996).

Provision requiring the disclosure of an individual's name and address when self-sponsoring independent expenditures was enjoined by a federal district court in Virginia Society for Human Life v. Caldwell, 906 F. Supp. 1071 (W.D. Va. 1995).

Disclosure provisions of Virginia election law relating to groups that ""try to infulence the outcome of an election"" do not apply to groups that only conduct ""issue advocacy."" This decision requires Virginia courts to construe its disclosure statutes narrowly to avoid constitutional infirmity. Virginia Society for Human Life v. Caldwell, 152 F.3d 268 (4th Cir. 1998).","No",,
"VA2002","VA",2002,,,,"Yes","Yes","No",,"Yes","No","Yes","Yes","Yes","A. It shall be unlawful for any sponsor to sponsor an advertisement in the print media or on radio or television that constitutes an expenditure or contribution required to be disclosed under Chapter 9 (§ 24.2-900 et seq.) of this title unless all of the following conditions are met: 

1. It bears the legend or includes the statement: ""Paid for by ____________ [Name of candidate, candidate campaign committee, political party committee, political action committee, individual, or other sponsor]."" In television advertisements, this disclosure shall be made by visual legend. 

2. The name used in the labeling required in subdivision 1 for a political party committee contains the name of the political party and for a political action committee is the name that appears on the statement of organization as required in § 24.2-908. 

3. In a print media advertisement supporting or opposing the nomination or election of one or more clearly identified candidates, the sponsor states whether it is authorized by a candidate. The visual legend in the advertisement shall state either ""Authorized by [name of candidate], candidate for [name of office]"" or ""Not authorized by a candidate."" This subdivision does not apply if the sponsor of the advertisement is the candidate the advertisement supports or that candidate's campaign committee. 

4. In a print media advertisement that identifies a candidate the sponsor is opposing, the sponsor discloses in the advertisement the name of the candidate who is intended to benefit from the advertisement. This subdivision applies only when the sponsor coordinates or consults about the advertisement or the expenditure for it with the candidate who is intended to benefit or with that candidate's campaign committee. 

5. If an advertisement described in this section is jointly sponsored, the disclosure statement shall name all the sponsors. 

Code of Virginia 24.2-943, Sess. Laws ch. 487 (2002).

Applies to a electronically transmitted ads, but does not apply to billboards and signs, etc. larger than six feet and that only state basic facts should as the candidate's name and the office sought. Code of Virginia 24.2-1014, Sess. Laws ch. 539 (2000).

An advertiser who accepts a political ad that advocates the election or defeat of a candidate must obtain identification or a telephone number from the individual submitting the ad when that individual has said they are responsible for the ad. Code of Virginia 24.2-1013, 1014 (2001), Sess. Laws ch. 747 (2001).","Yes","Television Advertisements:

1. Television advertisements purchased by a candidate or by a candidate campaign committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the candidate containing at least the following words: ""I am (or 'This is. . .') [name of candidate], candidate for [name of office], and I (or 'my campaign') sponsored this ad."" 

2. Television advertisements purchased by a political party committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chair, executive director, or treasurer of the political party committee containing at least the following words: ""The [name of political party committee]  sponsored this ad."" The disclosed name of the political party committee shall include the name of the political party. 

3. Television advertisements purchased by a political action committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chief executive officer or treasurer of the political action committee containing at least the following words: ""The [name of political action committee]  political action committee sponsored this ad."" The name of the political action committee used in the advertisement shall be the name that appears on the statement of organization as required in § 24.2-908. 

4. Television advertisements purchased by an individual supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the individual containing at least the following words: ""I am [individual's name], and I sponsored this ad.""  

5. Television advertisements purchased by a sponsor (other than a candidate, a candidate campaign committee, a political party committee, political action committee, or an individual) supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chief executive or principal decision-maker of the sponsor containing at least the following words: ""[Name of sponsor] sponsored this ad."" 

6. In any television advertisement described in this section, an unobscured, full-screen picture containing the disclosing individual, either in photographic form or through the actual appearance of the disclosing individual on camera, shall be featured throughout the disclosure statement. 

Code of Virginia  24.2-944, Sess. Laws ch. 487 (2002).","Yes","The words ""Paid Advertisement"" must appear at the beginning of a paid political advertisement. Code of Virginia 24.2-955.2 (2002), Sess. Laws ch. 487 (2002).

Those submitting a Paid Advertisement must provide proof of identity and a valid telephone number. Code of Virginia 24.2-1013, Sess. Laws ch. 747 (2001).

Candidates must state the following words in an ad purchased by their campaign: ""'I am (or ""This is ………………) [name of candidate], candidate for [name of] office, and I (or 'my campaign') sponsored this ad.'"" Code of Virginia 24.2-944 (2002), Sess. Laws ch. 487 (2002).

All expenditures of $1,000 or greater are subject to the candidate identification requirement. Code of Virginia 24.2-941 (2002), Sess. Laws, ch. 468 (2002).","No",,
"VA2004","VA",2004,,,,"Yes","Yes","No",,"Yes","No","Yes","Yes","Yes","A. It shall be unlawful for any sponsor to sponsor an advertisement in the print media or on radio or television that constitutes an expenditure or contribution required to be disclosed under Chapter 9 (§ 24.2-900 et seq.) of this title unless all of the following conditions are met: 

1. It bears the legend or includes the statement: ""Paid for by/authorized by____________ [Name of candidate, candidate campaign committee, political party committee, political action committee, individual, or other sponsor]."" In television advertisements, this disclosure shall be made by visual legend. 

2. The name used in the labeling required in subdivision 1 for a political party committee contains the name of the political party and for a political action committee is the name that appears on the statement of organization as required in § 24.2-908. 

3. In a print media advertisement supporting or opposing the nomination or election of one or more clearly identified candidates, the sponsor states whether it is authorized by a candidate. The visual legend in the advertisement shall state either ""Authorized by [name of candidate], candidate for [name of office]"" or ""Not authorized by a candidate."" This subdivision does not apply if the sponsor of the advertisement is the candidate the advertisement supports or that candidate's campaign committee. 

4. In a print media advertisement that identifies a candidate the sponsor is opposing, the sponsor discloses in the advertisement the name of the candidate who is intended to benefit from the advertisement. This subdivision applies only when the sponsor coordinates or consults about the advertisement or the expenditure for it with the candidate who is intended to benefit or with that candidate's campaign committee. 

5. If an advertisement described in this section is jointly sponsored, the disclosure statement shall name all the sponsors. 

Code of Virginia 24.2-943, Sess. Laws ch. 487 (2002).

Applies to a electronically transmitted ads, but does not apply to billboards and signs, etc. larger than six feet and that only state basic facts should as the candidate's name and the office sought. Code of Virginia 24.2-1014, Sess. Laws ch. 539 (2000).","Yes","Television Advertisements:

1. Television advertisements purchased by a candidate or by a candidate campaign committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the candidate containing at least the following words: ""I am (or 'This is. . .') [name of candidate], candidate for [name of office], and I (or 'my campaign') sponsored this ad."" 

2. Television advertisements purchased by a political party committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chair, executive director, or treasurer of the political party committee containing at least the following words: ""The [name of political party committee]  sponsored this ad."" The disclosed name of the political party committee shall include the name of the political party. 

3. Television advertisements purchased by a political action committee supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chief executive officer or treasurer of the political action committee containing at least the following words: ""The [name of political action committee]  political action committee sponsored this ad."" The name of the political action committee used in the advertisement shall be the name that appears on the statement of organization as required in § 24.2-908. 

4. Television advertisements purchased by an individual supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the individual containing at least the following words: ""I am [individual's name], and I sponsored this ad.""  

5. Television advertisements purchased by a sponsor (other than a candidate, a candidate campaign committee, a political party committee, political action committee, or an individual) supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chief executive or principal decision-maker of the sponsor containing at least the following words: ""[Name of sponsor] sponsored this ad."" 

6. In any television advertisement described in this section, an unobscured, full-screen picture containing the disclosing individual, either in photographic form or through the actual appearance of the disclosing individual on camera, shall be featured throughout the disclosure statement. 

Code of Virginia  24.2-944, Sess. Laws ch. 487 (2002).","Yes","Candidates must state the following words in an ad purchased by their campaign: ""'I am (or ""This is ..................) [name of candidate], candidate for [name of] office, and I (or 'my campaign') sponsored this ad.'"" Code of Virginia 24.2-944 (2002), Sess. Laws ch. 487 (2002).

The words ""Paid Advertisement"" must appear at the beginning of a paid political advertisement. Code of Virginia 24.2-955.2 (1996).

Any political ad paid for by a candidate or a candidate's committee that does not reference another candidate is exempt from disclosure requirments under this section. Code of Virginia 24.2-944 (2004), Sess. Laws ch. 55 (2004).

All expenditures of $1,000 or greater are subject to the candidate identification requirement. Code of Virginia 24.2-941 (2002), Sess. Laws, ch. 468 (2002).

An advertiser who accepts a political ad that advocates the election or defeat of a candidate must obtain identification or a telephone number from the individual submitting the ad when that individual has said they are responsible for the ad. Code of Virginia 24.2-1013, 1014 (2001), Sess. Laws ch. 747 (2001).","No",,
"VA2006","VA",2006,,,,"Yes","Yes","No",,"Yes","Yes","Yes","Yes","Yes","The disclosure requirements of this chapter apply to any sponsor of an advertisement in the print media or on radio or television the cost or value of which constitutes an expenditure or contribution required to be disclosed under Chapter 9.3 (§ 24.2-945 et seq.) except that the disclosure requirements of this chapter do not apply to (i) an individual who makes independent expenditures aggregating less than $ 1,000 in an election cycle for a candidate or (ii) an individual who incurs expenses only with respect to a referendum.

Code of Virginia 24.2-955 (2006), Sess. Laws ch. 787, 892 (2006).","Yes","Advertisement not purchased by a candidate or political committee (television):

A.  It shall be unlawful for a person to sponsor a television advertisement that constitutes an expenditure or contribution required to be disclosed under Chapter 9.3 (§ 24.2-945 et seq.) unless the following requirements are met:
1.  If the sponsor is an individual, a disclosure statement spoken by the individual containing at least the following words: ""I am [individual's name], and I sponsored this ad.""
2.  If the sponsor is a corporation, partnership, business, labor organization, membership organization, association, cooperative, or other like entity, a disclosure statement spoken by the chief executive officer containing at least the following words: ""[Name of sponsor] paid for (or 'sponsored' or 'furnished') this ad.""
B.  In its oral disclosure statement, a person may choose to identify an advertisement as either supporting or opposing the nomination or election of one or more clearly identified candidates.
C.  If an advertisement is jointly sponsored, the disclosure statement shall include the names of all the sponsors.

Code of Virginia 24.2-957.3 (2006), Sess. Laws chs. 787, 892 (2006). 


Advertisement not purchased by a candidate or candidate committee (radio):
A.  It shall be unlawful for a person to sponsor an advertisement that constitutes an expenditure or contribution required to be disclosed under Chapter 9.3 (§ 24.2-945 et seq.) unless the following requirements are met:
1.  Radio advertisements purchased by an individual supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the individual containing at least the following words: ""I am [individual's name], and I sponsored this ad.""
2.  Radio advertisements purchased by a corporation, partnership, business, labor organization, membership organization, association, cooperative, or other like entity supporting or opposing the nomination or election of one or more clearly identified candidates shall include a disclosure statement spoken by the chief executive of the sponsor containing at least the following words: ""[Name of sponsor] paid for (or 'sponsored' or 'furnished') this ad.""
B.  In its oral disclosure statement, a person may choose to identify an advertisement as either supporting or opposing the nomination or election of one or more clearly identified candidates.
C.  If an advertisement is jointly sponsored, the disclosure statement shall include the names of all the sponsors.

Code of Virginia 24.2-958.3 (2006), Sess. Laws. Chs. 787, 892 (2006).","Yes","It shall be unlawful for any candidate or a candidate campaign committee to sponsor a television advertisement that constitutes an expenditure or contribution required to be disclosed under Chapter 9.3 (§ 24.2-945 et seq.) unless the following requirements are met:
1.  It bears the legend or includes the statement: ""Paid for by ……..… [Name of candidate or campaign committee]."" Alternatively, if the advertisement is supporting that candidate and the advertisement makes no reference to any other clearly identified candidate, then the statement ""Paid for by ……..… [Name of sponsor]"" may be replaced by the statement 
""Authorized by ……..… [Name of sponsor]."" The disclosure shall be made by visual legend, which shall constitute 20 scan lines in size. The content of these visual legends is specified by the Communications Act of 1934, 47 U.S.C. §§ 315 and 317 and this section.

2.  If the advertisement sponsored by the candidate or the candidate campaign committee makes reference to another clearly identified candidate, it must include a disclosure statement spoken by the sponsoring candidate containing at least the following words: ""I am ……..… (or 'This is …………') [Name of candidate], candidate for [Name of] office, and I (or 
'my campaign') sponsored this ad."" The candidate or the candidate campaign committee may provide the oral disclosure statement required by this section at the same time as the visual disclosure required under the Communications Act of 1934, 47 U.S.C. §§ 315 and 317, is shown.

3.  The advertisement shall include throughout the disclosure statement an unobscured, full-screen picture containing the candidate, either in photographic form or through the actual appearance of the candidate on camera.

4.  The candidate or the campaign committee may place the disclosure statement required by this section at any point during the advertisement, except if the duration of the advertisement is more than five minutes, the disclosure statement shall be made both at the beginning and end of the advertisement.

5.  In its oral disclosure statement, the sponsor may choose to identify an advertisement as either supporting or opposing the nomination or election of one or more clearly identified candidates.

6.  If an advertisement is jointly sponsored, the disclosure statement shall include the names of all the sponsors and the candidate shall be the disclosing individual. If more than one candidate is the sponsor, at least one of the candidates shall be the disclosing individual.

Code of Virginia 24.2-957.1 (2006), Sess. Laws chs. 787, 892 (2006).","No",,
